July 2022 Contiguous U.S. County Average Temperature
Units: Degrees Fahrenheit
Missing: -99,Rank out of 128 Years
"Location ID","Location","Value","Rank","Anomaly (1901-2000 base period)","1901-2000 Mean"
ID-033,"Clark County",68.1,124,4.4,63.7
ID-035,"Clearwater County",67.3,119,4.0,63.3
ID-037,"Custer County",63.4,120,4.2,59.2
ID-039,"Elmore County",74.1,122,4.8,69.3
ID-041,"Franklin County",72.0,125,5.0,67
ID-043,"Fremont County",67.2,124,4.8,62.4
ID-045,"Gem County",76.2,121,4.6,71.6
ID-047,"Gooding County",77.0,124,5.3,71.7
ID-049,"Idaho County",65.1,116,3.8,61.3
ID-051,"Jefferson County",72.7,125,4.9,67.8
ID-053,"Jerome County",76.3,122,5.1,71.2
ID-055,"Kootenai County",69.2,120,4.4,64.8
ID-057,"Latah County",68.5,119,3.8,64.7
ID-059,"Lemhi County",65.1,120,4.5,60.6
ID-061,"Lewis County",68.6,117,3.9,64.7
ID-063,"Lincoln County",75.0,122,5.3,69.7
ID-065,"Madison County",70.6,126,5.1,65.5
ID-067,"Minidoka County",74.2,122,4.4,69.8
ID-069,"Nez Perce County",72.1,117,3.9,68.2
ID-071,"Oneida County",73.8,123,4.5,69.3
ID-073,"Owyhee County",74.3,122,4.4,69.9
ID-075,"Payette County",79.6,125,5.5,74.1
ID-077,"Power County",72.6,119,3.5,69.1
ID-079,"Shoshone County",66.7,120,4.6,62.1
ID-081,"Teton County",66.6,125,4.7,61.9
ID-083,"Twin Falls County",74.6,123,4.6,70
ID-085,"Valley County",63.9,121,4.3,59.6
ID-087,"Washington County",76.2,123,5.4,70.8
IL-001,"Adams County",76.0,48,-1.1,77.1
IL-003,"Alexander County",81.0,112,2.4,78.6
IL-005,"Bond County",77.7,86,0.6,77.1
IL-007,"Boone County",72.8,72,0.2,72.6
IL-009,"Brown County",75.1,39,-1.5,76.6
IL-011,"Bureau County",73.2,55,-0.8,74
IL-013,"Calhoun County",78.4,91,0.8,77.6
IL-015,"Carroll County",73.0,75,0.3,72.7
IL-017,"Cass County",75.6,47,-0.9,76.5
IL-019,"Champaign County",74.8,77,0.1,74.7
IL-021,"Christian County",76.3,82,0.2,76.1
IL-023,"Clark County",76.8,92,0.8,76
IL-025,"Clay County",77.8,91,0.9,76.9
IL-027,"Clinton County",78.6,91,0.9,77.7
IL-029,"Coles County",76.2,85,0.5,75.7
IL-031,"Cook County",74.2,89,0.9,73.3
IL-033,"Crawford County",77.2,87,0.5,76.7
IL-035,"Cumberland County",76.6,85,0.4,76.2
IL-037,"DeKalb County",72.2,55,-0.6,72.8
IL-039,"De Witt County",74.8,76,-0.1,74.9
IL-041,"Douglas County",75.9,84,0.6,75.3
IL-043,"DuPage County",74.0,89,0.9,73.1
IL-045,"Edgar County",75.8,86,0.5,75.3
IL-047,"Edwards County",78.6,95,1.1,77.5
IL-049,"Effingham County",76.7,83,0.3,76.4
IL-051,"Fayette County",77.1,84,0.3,76.8
IL-053,"Ford County",73.3,49,-0.9,74.2
IL-055,"Franklin County",79.0,98,1.4,77.6
IL-057,"Fulton County",75.3,54,-0.6,75.9
IL-059,"Gallatin County",80.0,102,1.7,78.3
IL-061,"Greene County",77.3,74,0.0,77.3
IL-063,"Grundy County",73.6,59,-0.2,73.8
IL-065,"Hamilton County",79.0,98,1.3,77.7
IL-067,"Hancock County",75.4,48,-1.2,76.6
IL-069,"Hardin County",80.4,111,2.2,78.2
IL-071,"Henderson County",74.9,57,-0.8,75.7
IL-073,"Henry County",73.6,56,-0.7,74.3
IL-075,"Iroquois County",73.7,59,-0.5,74.2
IL-077,"Jackson County",79.6,105,2.0,77.6
IL-079,"Jasper County",77.0,86,0.3,76.7
IL-081,"Jefferson County",78.6,95,1.0,77.6
IL-083,"Jersey County",78.7,94,1.1,77.6
IL-085,"Jo Daviess County",72.8,77,0.4,72.4
IL-087,"Johnson County",79.6,102,1.8,77.8
IL-089,"Kane County",73.1,75,0.3,72.8
IL-091,"Kankakee County",73.5,58,-0.5,74
IL-093,"Kendall County",73.6,70,0.1,73.5
IL-095,"Knox County",74.0,59,-0.7,74.7
IL-097,"Lake County",73.1,85,0.7,72.4
IL-099,"LaSalle County",73.0,49,-0.9,73.9
IL-101,"Lawrence County",77.6,82,0.4,77.2
IL-103,"Lee County",72.7,56,-0.6,73.3
IL-105,"Livingston County",73.2,52,-0.9,74.1
IL-107,"Logan County",75.0,56,-0.8,75.8
IL-109,"McDonough County",74.5,45,-1.3,75.8
IL-111,"McHenry County",72.8,77,0.5,72.3
IL-113,"McLean County",73.7,59,-0.6,74.3
IL-115,"Macon County",75.9,83,0.4,75.5
IL-117,"Macoupin County",77.3,87,0.6,76.7
IL-119,"Madison County",78.8,91,0.8,78
IL-121,"Marion County",78.1,93,1.0,77.1
IL-123,"Marshall County",73.9,57,-0.5,74.4
IL-125,"Mason County",75.6,50,-0.8,76.4
IL-127,"Massac County",80.9,110,2.3,78.6
IL-129,"Menard County",75.1,46,-1.2,76.3
IL-131,"Mercer County",74.7,67,-0.3,75
IL-133,"Monroe County",80.7,111,2.3,78.4
IL-135,"Montgomery County",76.9,88,0.6,76.3
IL-137,"Morgan County",75.8,56,-0.6,76.4
IL-139,"Moultrie County",76.0,79,0.3,75.7
IL-141,"Ogle County",72.7,63,-0.2,72.9
IL-143,"Peoria County",75.3,81,0.3,75
IL-145,"Perry County",79.2,102,1.6,77.6
IL-147,"Piatt County",75.5,84,0.5,75
IL-149,"Pike County",76.4,53,-0.7,77.1
IL-151,"Pope County",80.1,104,2.1,78
IL-153,"Pulaski County",80.8,109,2.1,78.7
IL-155,"Putnam County",73.6,50,-1.0,74.6
IL-157,"Randolph County",80.1,107,2.2,77.9
IL-159,"Richland County",77.7,87,0.6,77.1
IL-161,"Rock Island County",74.7,74,0.0,74.7
IL-163,"St. Clair County",80.0,103,1.7,78.3
IL-165,"Saline County",79.5,98,1.6,77.9
IL-167,"Sangamon County",75.6,56,-0.7,76.3
IL-169,"Schuyler County",75.1,42,-1.3,76.4
IL-171,"Scott County",76.1,51,-0.9,77
IL-173,"Shelby County",76.3,80,0.1,76.2
IL-175,"Stark County",73.6,55,-0.7,74.3
IL-177,"Stephenson County",72.4,71,0.2,72.2
IL-179,"Tazewell County",75.1,66,-0.2,75.3
IL-181,"Union County",79.8,105,2.1,77.7
IL-183,"Vermilion County",74.6,71,-0.1,74.7
IL-185,"Wabash County",78.4,91,0.9,77.5
IL-187,"Warren County",74.2,56,-0.7,74.9
IL-189,"Washington County",78.8,95,1.1,77.7
IL-191,"Wayne County",78.7,96,1.3,77.4
IL-193,"White County",79.4,98,1.4,78
IL-195,"Whiteside County",73.6,67,-0.1,73.7
IL-197,"Will County",73.7,63,-0.1,73.8
IL-199,"Williamson County",79.1,99,1.7,77.4
IL-201,"Winnebago County",73.0,69,0.1,72.9
IL-203,"Woodford County",74.0,67,-0.2,74.2
IN-001,"Adams County",73.8,83,0.6,73.2
IN-003,"Allen County",73.3,77,0.1,73.2
IN-005,"Bartholomew County",76.9,99,1.2,75.7
IN-007,"Benton County",73.6,72,-0.1,73.7
IN-009,"Blackford County",74.6,91,0.7,73.9
IN-011,"Boone County",74.5,89,0.9,73.6
IN-013,"Brown County",76.2,96,1.2,75
IN-015,"Carroll County",73.9,69,0.0,73.9
IN-017,"Cass County",73.5,67,-0.1,73.6
IN-019,"Clark County",78.2,102,1.8,76.4
IN-021,"Clay County",76.9,98,1.6,75.3
IN-023,"Clinton County",73.9,75,0.2,73.7
IN-025,"Crawford County",76.8,90,0.7,76.1
IN-027,"Daviess County",77.4,96,1.1,76.3
IN-029,"Dearborn County",76.6,98,1.5,75.1
IN-031,"Decatur County",76.0,96,1.1,74.9
IN-033,"DeKalb County",72.5,73,0.0,72.5
IN-035,"Delaware County",74.8,96,1.0,73.8
IN-037,"Dubois County",77.2,95,0.8,76.4
IN-039,"Elkhart County",73.1,89,1.0,72.1
IN-041,"Fayette County",74.9,94,1.0,73.9
IN-043,"Floyd County",78.4,105,2.1,76.3
IN-045,"Fountain County",74.7,75,0.1,74.6
IN-047,"Franklin County",75.6,95,1.0,74.6
IN-049,"Fulton County",73.3,75,0.3,73
IN-051,"Gibson County",78.9,98,1.5,77.4
IN-053,"Grant County",74.6,88,0.7,73.9
IN-055,"Greene County",76.6,96,1.3,75.3
IN-057,"Hamilton County",75.2,94,1.1,74.1
IN-059,"Hancock County",76.1,104,1.8,74.3
IN-061,"Harrison County",78.1,103,1.8,76.3
IN-063,"Hendricks County",75.4,94,1.1,74.3
IN-065,"Henry County",74.5,96,1.1,73.4
IN-067,"Howard County",73.4,63,-0.4,73.8
IN-069,"Huntington County",73.7,77,0.1,73.6
IN-071,"Jackson County",76.9,95,1.2,75.7
IN-073,"Jasper County",73.0,59,-0.5,73.5
IN-075,"Jay County",74.0,88,0.7,73.3
IN-077,"Jefferson County",77.1,95,1.4,75.7
IN-079,"Jennings County",76.7,96,1.1,75.6
IN-081,"Johnson County",76.6,104,1.6,75
IN-083,"Knox County",77.8,90,0.9,76.9
IN-085,"Kosciusko County",73.2,81,0.5,72.7
IN-087,"LaGrange County",72.5,81,0.4,72.1
IN-089,"Lake County",73.3,72,0.1,73.2
IN-091,"LaPorte County",73.2,83,0.6,72.6
IN-093,"Lawrence County",76.2,90,1.0,75.2
IN-095,"Madison County",75.2,97,1.2,74
IN-097,"Marion County",76.6,103,1.7,74.9
IN-099,"Marshall County",73.2,91,0.9,72.3
IN-101,"Martin County",76.9,97,1.2,75.7
IN-103,"Miami County",74.0,74,0.2,73.8
IN-105,"Monroe County",75.8,91,1.0,74.8
IN-107,"Montgomery County",74.3,75,0.3,74
IN-109,"Morgan County",76.2,97,1.2,75
IN-111,"Newton County",73.2,55,-0.6,73.8
IN-113,"Noble County",72.7,82,0.4,72.3
IN-115,"Ohio County",77.2,102,1.8,75.4
IN-117,"Orange County",76.3,90,0.8,75.5
IN-119,"Owen County",76.2,93,1.2,75
IN-121,"Parke County",75.8,95,0.8,75
IN-123,"Perry County",77.3,83,0.4,76.9
IN-125,"Pike County",78.1,97,1.3,76.8
IN-127,"Porter County",73.2,82,0.5,72.7
IN-129,"Posey County",79.8,99,1.5,78.3
IN-131,"Pulaski County",73.1,73,0.0,73.1
IN-133,"Putnam County",75.2,92,0.7,74.5
IN-135,"Randolph County",73.8,93,0.8,73
IN-137,"Ripley County",75.8,95,1.1,74.7
IN-139,"Rush County",75.6,99,1.4,74.2
IN-141,"St. Joseph County",73.2,90,1.0,72.2
IN-143,"Scott County",77.6,101,1.7,75.9
IN-145,"Shelby County",76.7,102,1.6,75.1
IN-147,"Spencer County",78.4,94,0.9,77.5
IN-149,"Starke County",73.3,81,0.5,72.8
IN-151,"Steuben County",71.7,70,0.0,71.7
IN-153,"Sullivan County",77.3,94,1.2,76.1
IN-155,"Switzerland County",77.3,101,1.8,75.5
IN-157,"Tippecanoe County",74.6,80,0.5,74.1
IN-159,"Tipton County",73.7,72,0.0,73.7
IN-161,"Union County",74.6,86,0.7,73.9
IN-163,"Vanderburgh County",79.9,103,1.8,78.1
IN-165,"Vermillion County",75.7,82,0.4,75.3
IN-167,"Vigo County",77.4,98,1.6,75.8
IN-169,"Wabash County",74.1,82,0.3,73.8
IN-171,"Warren County",74.3,74,0.0,74.3
IN-173,"Warrick County",79.1,101,1.7,77.4
IN-175,"Washington County",76.8,99,1.5,75.3
IN-177,"Wayne County",73.9,89,0.6,73.3
IN-179,"Wells County",73.8,79,0.3,73.5
IN-181,"White County",73.5,68,-0.1,73.6
IN-183,"Whitley County",72.8,74,-0.1,72.9
IA-001,"Adair County",75.1,86,0.6,74.5
IA-003,"Adams County",75.6,87,0.7,74.9
IA-005,"Allamakee County",71.6,55,-0.4,72
IA-007,"Appanoose County",74.8,45,-1.1,75.9
IA-009,"Audubon County",74.0,74,0.1,73.9
IA-011,"Benton County",73.7,76,0.3,73.4
IA-013,"Black Hawk County",73.7,81,0.7,73
IA-015,"Boone County",74.8,83,0.6,74.2
IA-017,"Bremer County",72.6,75,0.3,72.3
IA-019,"Buchanan County",72.5,72,0.1,72.4
IA-021,"Buena Vista County",73.8,81,0.7,73.1
IA-023,"Butler County",73.2,78,0.5,72.7
IA-025,"Calhoun County",74.0,75,0.2,73.8
IA-027,"Carroll County",74.3,82,0.6,73.7
IA-029,"Cass County",74.8,70,0.0,74.8
IA-031,"Cedar County",73.9,68,-0.3,74.2
IA-033,"Cerro Gordo County",72.5,80,0.4,72.1
IA-035,"Cherokee County",74.4,86,1.2,73.2
IA-037,"Chickasaw County",71.5,69,-0.1,71.6
IA-039,"Clarke County",75.9,82,0.6,75.3
IA-041,"Clay County",74.0,90,1.4,72.6
IA-043,"Clayton County",72.1,61,-0.3,72.4
IA-045,"Clinton County",74.3,80,0.4,73.9
IA-047,"Crawford County",74.9,92,1.2,73.7
IA-049,"Dallas County",75.5,82,0.4,75.1
IA-051,"Davis County",75.0,55,-0.9,75.9
IA-053,"Decatur County",76.0,81,0.5,75.5
IA-055,"Delaware County",72.1,69,0.0,72.1
IA-057,"Des Moines County",74.8,51,-1.0,75.8
IA-059,"Dickinson County",73.8,98,1.7,72.1
IA-061,"Dubuque County",72.5,69,-0.1,72.6
IA-063,"Emmet County",73.0,81,0.8,72.2
IA-065,"Fayette County",71.3,56,-0.5,71.8
IA-067,"Floyd County",72.5,74,0.2,72.3
IA-069,"Franklin County",73.0,83,0.7,72.3
IA-071,"Fremont County",76.2,52,-0.6,76.8
IA-073,"Greene County",74.3,74,0.2,74.1
IA-075,"Grundy County",73.6,81,0.6,73
IA-077,"Guthrie County",74.5,74,0.1,74.4
IA-079,"Hamilton County",73.4,76,0.1,73.3
IA-081,"Hancock County",72.4,74,0.1,72.3
IA-083,"Hardin County",73.8,86,0.9,72.9
IA-085,"Harrison County",75.6,80,0.5,75.1
IA-087,"Henry County",74.9,57,-0.7,75.6
IA-089,"Howard County",70.6,71,0.0,70.6
IA-091,"Humboldt County",73.5,75,0.1,73.4
IA-093,"Ida County",74.5,88,1.0,73.5
IA-095,"Iowa County",74.7,80,0.6,74.1
IA-097,"Jackson County",73.6,77,0.4,73.2
IA-099,"Jasper County",75.5,86,0.8,74.7
IA-101,"Jefferson County",75.0,61,-0.5,75.5
IA-103,"Johnson County",74.3,70,-0.1,74.4
IA-105,"Jones County",73.4,78,0.2,73.2
IA-107,"Keokuk County",75.1,75,0.3,74.8
IA-109,"Kossuth County",73.2,80,0.6,72.6
IA-111,"Lee County",75.4,51,-1.2,76.6
IA-113,"Linn County",73.8,80,0.4,73.4
IA-115,"Louisa County",75.2,72,0.0,75.2
IA-117,"Lucas County",75.3,69,-0.2,75.5
IA-119,"Lyon County",74.2,87,1.3,72.9
IA-121,"Madison County",75.7,80,0.3,75.4
IA-123,"Mahaska County",75.2,72,0.0,75.2
IA-125,"Marion County",75.6,69,-0.2,75.8
IA-127,"Marshall County",74.3,80,0.6,73.7
IA-129,"Mills County",76.0,60,-0.3,76.3
IA-131,"Mitchell County",71.9,76,0.4,71.5
IA-133,"Monona County",75.4,85,0.8,74.6
IA-135,"Monroe County",75.0,61,-0.8,75.8
IA-137,"Montgomery County",75.3,61,-0.3,75.6
IA-139,"Muscatine County",74.4,62,-0.4,74.8
IA-141,"O'Brien County",74.1,88,1.3,72.8
IA-143,"Osceola County",74.1,99,1.9,72.2
IA-145,"Page County",75.7,61,-0.3,76
IA-147,"Palo Alto County",73.4,81,0.7,72.7
IA-149,"Plymouth County",75.0,87,1.3,73.7
IA-151,"Pocahontas County",73.2,68,-0.2,73.4
IA-153,"Polk County",75.9,78,0.4,75.5
IA-155,"Pottawattamie County",75.5,70,0.0,75.5
IA-157,"Poweshiek County",74.9,90,1.0,73.9
IA-159,"Ringgold County",75.8,86,0.7,75.1
IA-161,"Sac County",74.4,88,1.0,73.4
IA-163,"Scott County",74.6,77,0.3,74.3
IA-165,"Shelby County",74.7,82,0.4,74.3
IA-167,"Sioux County",74.4,84,1.0,73.4
IA-169,"Story County",74.8,85,0.7,74.1
IA-171,"Tama County",73.8,80,0.4,73.4
IA-173,"Taylor County",75.6,81,0.5,75.1
IA-175,"Union County",75.6,87,0.7,74.9
IA-177,"Van Buren County",74.9,49,-1.2,76.1
IA-179,"Wapello County",75.1,62,-0.6,75.7
IA-181,"Warren County",76.1,73,0.0,76.1
IA-183,"Washington County",75.0,74,0.3,74.7
IA-185,"Wayne County",74.9,58,-0.6,75.5
IA-187,"Webster County",73.6,71,0.0,73.6
IA-189,"Winnebago County",72.0,74,0.0,72
IA-191,"Winneshiek County",71.2,71,0.2,71
IA-193,"Woodbury County",75.2,84,1.0,74.2
IA-195,"Worth County",72.2,81,0.4,71.8
IA-197,"Wright County",72.9,77,0.2,72.7
KS-001,"Allen County",81.6,109,2.2,79.4
KS-003,"Anderson County",80.3,102,1.4,78.9
KS-005,"Atchison County",77.6,60,-0.1,77.7
KS-007,"Barber County",84.2,114,3.1,81.1
KS-009,"Barton County",81.2,92,1.5,79.7
KS-011,"Bourbon County",81.5,108,2.2,79.3
KS-013,"Brown County",76.8,54,-0.5,77.3
KS-015,"Butler County",82.6,112,2.9,79.7
KS-017,"Chase County",80.3,94,1.4,78.9
KS-019,"Chautauqua County",84.2,120,3.7,80.5
KS-021,"Cherokee County",84.5,121,4.5,80
KS-023,"Cheyenne County",79.8,119,4.0,75.8
KS-025,"Clark County",84.8,121,4.0,80.8
KS-027,"Clay County",79.0,67,-0.2,79.2
KS-029,"Cloud County",78.7,62,-0.3,79
KS-031,"Coffey County",81.0,109,2.2,78.8
KS-033,"Comanche County",84.5,118,3.6,80.9
KS-035,"Cowley County",83.8,120,3.4,80.4
KS-037,"Crawford County",83.4,121,3.9,79.5
KS-039,"Decatur County",80.0,108,2.9,77.1
KS-041,"Dickinson County",80.4,82,0.9,79.5
KS-043,"Doniphan County",76.7,46,-1.1,77.8
KS-045,"Douglas County",79.7,91,1.1,78.6
KS-047,"Edwards County",83.2,116,3.6,79.6
KS-049,"Elk County",82.5,111,2.8,79.7
KS-051,"Ellis County",80.9,97,1.9,79
KS-053,"Ellsworth County",80.4,77,0.4,80
KS-055,"Finney County",82.1,120,3.9,78.2
KS-057,"Ford County",83.4,121,4.2,79.2
KS-059,"Franklin County",80.0,95,1.3,78.7
KS-061,"Geary County",79.2,76,0.2,79
KS-063,"Gove County",81.0,110,3.1,77.9
KS-065,"Graham County",80.1,97,1.9,78.2
KS-067,"Grant County",81.7,110,2.8,78.9
KS-069,"Gray County",82.7,120,4.0,78.7
KS-071,"Greeley County",78.7,105,2.1,76.6
KS-073,"Greenwood County",81.7,109,2.6,79.1
KS-075,"Hamilton County",80.5,106,2.4,78.1
KS-077,"Harper County",84.3,114,2.8,81.5
KS-079,"Harvey County",83.1,112,3.1,80
KS-081,"Haskell County",82.0,118,3.2,78.8
KS-083,"Hodgeman County",83.5,120,4.2,79.3
KS-085,"Jackson County",78.2,77,0.4,77.8
KS-087,"Jefferson County",79.3,93,1.3,78
KS-089,"Jewell County",77.8,57,-0.4,78.2
KS-091,"Johnson County",79.7,99,1.4,78.3
KS-093,"Kearny County",81.1,114,3.0,78.1
KS-095,"Kingman County",83.4,112,2.7,80.7
KS-097,"Kiowa County",83.6,118,3.8,79.8
KS-099,"Labette County",83.8,119,3.5,80.3
KS-101,"Lane County",81.8,118,3.9,77.9
KS-103,"Leavenworth County",79.3,93,1.1,78.2
KS-105,"Lincoln County",79.9,76,0.2,79.7
KS-107,"Linn County",80.4,98,1.4,79
KS-109,"Logan County",80.9,115,3.6,77.3
KS-111,"Lyon County",80.7,108,2.1,78.6
KS-113,"McPherson County",81.9,103,2.1,79.8
KS-115,"Marion County",81.3,104,2.0,79.3
KS-117,"Marshall County",76.6,40,-1.5,78.1
KS-119,"Meade County",83.9,120,3.9,80
KS-121,"Miami County",80.2,101,1.6,78.6
KS-123,"Mitchell County",78.8,60,-0.4,79.2
KS-125,"Montgomery County",84.3,120,3.5,80.8
KS-127,"Morris County",79.2,84,0.8,78.4
KS-129,"Morton County",81.9,113,3.1,78.8
KS-131,"Nemaha County",76.3,47,-1.0,77.3
KS-133,"Neosho County",83.0,113,3.2,79.8
KS-135,"Ness County",81.8,111,2.8,79
KS-137,"Norton County",79.4,100,2.0,77.4
KS-139,"Osage County",80.3,100,1.8,78.5
KS-141,"Osborne County",79.8,85,0.7,79.1
KS-143,"Ottawa County",79.8,74,0.3,79.5
KS-145,"Pawnee County",82.4,109,2.8,79.6
KS-147,"Phillips County",79.4,92,1.2,78.2
KS-149,"Pottawatomie County",78.2,61,-0.3,78.5
KS-151,"Pratt County",83.3,115,3.3,80
KS-153,"Rawlins County",79.9,113,3.3,76.6
KS-155,"Reno County",83.1,112,2.7,80.4
KS-157,"Republic County",77.5,51,-0.6,78.1
KS-159,"Rice County",81.5,93,1.4,80.1
KS-161,"Riley County",78.9,72,0.0,78.9
KS-163,"Rooks County",80.5,93,1.6,78.9
KS-165,"Rush County",81.1,96,1.8,79.3
KS-167,"Russell County",80.9,88,1.3,79.6
KS-169,"Saline County",80.8,80,0.8,80
KS-171,"Scott County",81.3,118,3.8,77.5
KS-173,"Sedgwick County",83.6,112,3.0,80.6
KS-175,"Seward County",83.2,119,3.7,79.5
KS-177,"Shawnee County",80.0,97,1.5,78.5
KS-179,"Sheridan County",79.8,105,2.4,77.4
KS-181,"Sherman County",79.4,118,4.0,75.4
KS-183,"Smith County",78.4,77,0.2,78.2
KS-185,"Stafford County",82.4,110,2.6,79.8
KS-187,"Stanton County",81.4,110,2.7,78.7
KS-189,"Stevens County",82.5,120,3.4,79.1
KS-191,"Sumner County",84.4,116,3.1,81.3
KS-193,"Thomas County",80.0,114,3.5,76.5
KS-195,"Trego County",80.6,101,2.2,78.4
KS-197,"Wabaunsee County",79.0,82,0.6,78.4
KS-199,"Wallace County",79.7,116,3.4,76.3
KS-201,"Washington County",77.6,53,-0.6,78.2
KS-203,"Wichita County",80.0,111,2.8,77.2
KS-205,"Wilson County",83.1,111,3.0,80.1
KS-207,"Woodson County",81.9,109,2.6,79.3
KS-209,"Wyandotte County",79.3,90,1.0,78.3
KY-001,"Adair County",78.3,109,2.3,76
KY-003,"Allen County",80.5,115,3.0,77.5
KY-005,"Anderson County",78.3,110,2.4,75.9
KY-007,"Ballard County",81.3,112,2.4,78.9
KY-009,"Barren County",79.7,109,2.3,77.4
KY-011,"Bath County",76.8,99,1.4,75.4
KY-013,"Bell County",75.8,111,2.0,73.8
KY-015,"Boone County",77.5,105,2.0,75.5
KY-017,"Bourbon County",77.1,104,1.9,75.2
KY-019,"Boyd County",76.4,101,1.7,74.7
KY-021,"Boyle County",77.7,110,2.3,75.4
KY-023,"Bracken County",76.3,93,1.2,75.1
KY-025,"Breathitt County",77.2,102,1.4,75.8
KY-027,"Breckinridge County",78.0,99,1.4,76.6
KY-029,"Bullitt County",79.1,106,2.2,76.9
KY-031,"Butler County",80.4,114,2.7,77.7
KY-033,"Caldwell County",80.6,106,2.2,78.4
KY-035,"Calloway County",82.6,124,3.9,78.7
KY-037,"Campbell County",77.4,100,1.6,75.8
KY-039,"Carlisle County",81.5,115,2.5,79
KY-041,"Carroll County",77.9,102,1.8,76.1
KY-043,"Carter County",75.8,99,1.5,74.3
KY-045,"Casey County",77.3,109,2.2,75.1
KY-047,"Christian County",80.1,106,1.9,78.2
KY-049,"Clark County",77.4,106,2.1,75.3
KY-051,"Clay County",77.3,112,2.3,75
KY-053,"Clinton County",78.0,111,2.4,75.6
KY-055,"Crittenden County",80.8,111,2.4,78.4
KY-057,"Cumberland County",79.1,112,2.4,76.7
KY-059,"Daviess County",79.3,100,1.5,77.8
KY-061,"Edmonson County",79.5,108,2.3,77.2
KY-063,"Elliott County",75.8,98,1.1,74.7
KY-065,"Estill County",77.6,107,1.8,75.8
KY-067,"Fayette County",77.7,111,2.5,75.2
KY-069,"Fleming County",76.2,99,1.2,75
KY-071,"Floyd County",76.8,100,1.2,75.6
KY-073,"Franklin County",78.3,108,2.3,76
KY-075,"Fulton County",81.5,109,1.9,79.6
KY-077,"Gallatin County",77.9,105,2.0,75.9
KY-079,"Garrard County",77.8,108,2.2,75.6
KY-081,"Grant County",77.4,107,1.9,75.5
KY-083,"Graves County",81.9,118,3.1,78.8
KY-085,"Grayson County",78.6,104,2.1,76.5
KY-087,"Green County",78.8,108,2.0,76.8
KY-089,"Greenup County",76.0,101,1.6,74.4
KY-091,"Hancock County",78.1,91,0.8,77.3
KY-093,"Hardin County",78.2,105,2.0,76.2
KY-095,"Harlan County",74.0,102,1.5,72.5
KY-097,"Harrison County",77.1,105,1.7,75.4
KY-099,"Hart County",78.8,106,2.0,76.8
KY-101,"Henderson County",80.0,101,1.6,78.4
KY-103,"Henry County",77.8,102,2.0,75.8
KY-105,"Hickman County",81.5,115,2.4,79.1
KY-107,"Hopkins County",80.6,111,2.2,78.4
KY-109,"Jackson County",76.6,109,1.9,74.7
KY-111,"Jefferson County",79.2,104,2.1,77.1
KY-113,"Jessamine County",78.2,112,2.7,75.5
KY-115,"Johnson County",76.3,96,1.2,75.1
KY-117,"Kenton County",77.3,103,1.8,75.5
KY-119,"Knott County",75.8,94,1.1,74.7
KY-121,"Knox County",77.0,112,2.2,74.8
KY-123,"Larue County",78.1,105,1.9,76.2
KY-125,"Laurel County",77.1,110,2.3,74.8
KY-127,"Lawrence County",76.2,99,1.5,74.7
KY-129,"Lee County",77.4,103,1.4,76
KY-131,"Leslie County",76.2,105,1.7,74.5
KY-133,"Letcher County",74.4,90,0.9,73.5
KY-135,"Lewis County",75.8,100,1.3,74.5
KY-137,"Lincoln County",77.0,109,2.0,75
KY-139,"Livingston County",81.3,111,2.6,78.7
KY-141,"Logan County",80.7,117,2.7,78
KY-143,"Lyon County",81.6,114,2.9,78.7
KY-145,"McCracken County",81.6,115,2.7,78.9
KY-147,"McCreary County",76.6,105,2.0,74.6
KY-149,"McLean County",80.3,106,2.2,78.1
KY-151,"Madison County",77.8,108,2.1,75.7
KY-153,"Magoffin County",76.4,96,1.2,75.2
KY-155,"Marion County",78.2,108,2.1,76.1
KY-157,"Marshall County",82.4,119,3.4,79
KY-159,"Martin County",76.6,100,1.3,75.3
KY-161,"Mason County",75.7,91,1.0,74.7
KY-163,"Meade County",78.0,103,1.6,76.4
KY-165,"Menifee County",76.5,98,1.3,75.2
KY-167,"Mercer County",78.3,111,2.6,75.7
KY-169,"Metcalfe County",78.7,109,2.2,76.5
KY-171,"Monroe County",79.4,114,2.6,76.8
KY-173,"Montgomery County",76.9,99,1.7,75.2
KY-175,"Morgan County",76.4,98,1.1,75.3
KY-177,"Muhlenberg County",80.5,112,2.5,78
KY-179,"Nelson County",78.6,107,2.1,76.5
KY-181,"Nicholas County",76.6,99,1.5,75.1
KY-183,"Ohio County",79.6,107,2.2,77.4
KY-185,"Oldham County",78.1,101,1.9,76.2
KY-187,"Owen County",77.8,107,2.1,75.7
KY-189,"Owsley County",77.4,105,1.7,75.7
KY-191,"Pendleton County",77.2,100,1.6,75.6
KY-193,"Perry County",76.3,97,1.2,75.1
KY-195,"Pike County",76.4,98,1.3,75.1
KY-197,"Powell County",77.2,101,1.5,75.7
KY-199,"Pulaski County",77.3,108,2.2,75.1
KY-201,"Robertson County",76.4,96,1.3,75.1
KY-203,"Rockcastle County",76.8,109,2.0,74.8
KY-205,"Rowan County",76.1,99,1.2,74.9
KY-207,"Russell County",78.0,109,2.4,75.6
KY-209,"Scott County",77.6,107,2.2,75.4
KY-211,"Shelby County",77.9,104,2.0,75.9
KY-213,"Simpson County",81.0,122,3.2,77.8
KY-215,"Spencer County",78.5,104,2.1,76.4
KY-217,"Taylor County",78.2,109,2.1,76.1
KY-219,"Todd County",80.3,111,2.4,77.9
