May 2023 Contiguous U.S. County Average Temperature
Units: Degrees Fahrenheit
Missing: -99,Rank out of 129 Years
"Location ID","Location","Value","Rank","Anomaly (1901-2000 base period)","1901-2000 Mean"
ID-025,"Camas County",51.5,122,4.68,46.8
ID-027,"Canyon County",63.9,122,4.878,59
ID-029,"Caribou County",51.9,121,3.975,47.9
ID-031,"Cassia County",55.4,119,4.177,51.2
ID-033,"Clark County",51.7,121,4.515,47.2
ID-035,"Clearwater County",56.2,128,7.165,49
ID-037,"Custer County",47.8,119,4.322,43.5
ID-039,"Elmore County",57.3,122,4.691,52.6
ID-041,"Franklin County",54,117,3.846,50.2
ID-043,"Fremont County",51.7,124,4.68,47
ID-045,"Gem County",60.3,123,4.824,55.5
ID-047,"Gooding County",59.8,122,4.592,55.2
ID-049,"Idaho County",53,127,6.416,46.6
ID-051,"Jefferson County",56.9,122,4.96,51.9
ID-053,"Jerome County",59.6,121,4.654,54.9
ID-055,"Kootenai County",59.4,129,8.176,51.2
ID-057,"Latah County",58.5,129,7.053,51.4
ID-059,"Lemhi County",50.1,125,5.412,44.7
ID-061,"Lewis County",57.8,129,7.268,50.5
ID-063,"Lincoln County",58.6,125,5.361,53.2
ID-065,"Madison County",55,123,4.862,50.1
ID-067,"Minidoka County",58.2,124,5.155,53
ID-069,"Nez Perce County",61.5,129,7.436,54.1
ID-071,"Oneida County",55.6,116,3.899,51.7
ID-073,"Owyhee County",56,111,3.45,52.6
ID-075,"Payette County",63.6,123,5.273,58.3
ID-077,"Power County",56.1,120,4.248,51.9
ID-079,"Shoshone County",55.5,129,7.671,47.8
ID-081,"Teton County",50.6,121,4.145,46.5
ID-083,"Twin Falls County",56.7,116,3.603,53.1
ID-085,"Valley County",49.3,124,5.11,44.2
ID-087,"Washington County",59,123,4.999,54
IL-001,"Adams County",64.8,88,1.591,63.2
IL-003,"Alexander County",68.4,95,2.144,66.3
IL-005,"Bond County",66.5,103,2.582,63.9
IL-007,"Boone County",60.5,90,2.103,58.4
IL-009,"Brown County",64.4,85,1.5,62.9
IL-011,"Bureau County",62.1,86,1.826,60.3
IL-013,"Calhoun County",65.8,92,1.793,64
IL-015,"Carroll County",61.2,92,2.258,58.9
IL-017,"Cass County",64.3,82,1.224,63.1
IL-019,"Champaign County",64.3,95,2.753,61.5
IL-021,"Christian County",65.3,98,2.425,62.9
IL-023,"Clark County",64.5,85,1.663,62.8
IL-025,"Clay County",65.6,85,1.785,63.8
IL-027,"Clinton County",66.7,97,2.133,64.6
IL-029,"Coles County",64.6,90,2.034,62.6
IL-031,"Cook County",60.6,91,2.186,58.4
IL-033,"Crawford County",64.5,71,0.877,63.6
IL-035,"Cumberland County",64.9,89,1.915,63
IL-037,"DeKalb County",60.8,88,1.903,58.9
IL-039,"De Witt County",64.7,99,3.093,61.6
IL-041,"Douglas County",64.7,93,2.532,62.2
IL-043,"DuPage County",60.8,90,2.147,58.7
IL-045,"Edgar County",63.5,79,1.259,62.2
IL-047,"Edwards County",65.5,71,0.736,64.8
IL-049,"Effingham County",65.1,91,1.903,63.2
IL-051,"Fayette County",65.7,96,2.203,63.5
IL-053,"Ford County",63.7,97,2.777,60.9
IL-055,"Franklin County",66,82,1.223,64.8
IL-057,"Fulton County",64.8,95,2.485,62.3
IL-059,"Gallatin County",66.5,74,0.846,65.7
IL-061,"Greene County",65.4,91,1.54,63.9
IL-063,"Grundy County",62.2,89,2.082,60.1
IL-065,"Hamilton County",66,76,1.158,64.8
IL-067,"Hancock County",64.3,87,1.574,62.7
IL-069,"Hardin County",66.9,80,1.275,65.6
IL-071,"Henderson County",64,92,2.068,61.9
IL-073,"Henry County",63.2,99,2.683,60.5
IL-075,"Iroquois County",62.8,90,2.124,60.7
IL-077,"Jackson County",66.4,86,1.43,65
IL-079,"Jasper County",65,85,1.53,63.5
IL-081,"Jefferson County",66,86,1.436,64.6
IL-083,"Jersey County",66.2,93,1.992,64.2
IL-085,"Jo Daviess County",60.6,90,2.177,58.4
IL-087,"Johnson County",67,88,1.687,65.3
IL-089,"Kane County",60.1,83,1.51,58.6
IL-091,"Kankakee County",62.1,90,1.989,60.1
IL-093,"Kendall County",61.2,85,1.576,59.6
IL-095,"Knox County",63.8,98,2.793,61
IL-097,"Lake County",58.4,88,1.313,57.1
IL-099,"LaSalle County",61.6,82,1.452,60.1
IL-101,"Lawrence County",64.5,58,0.046,64.5
IL-103,"Lee County",62,94,2.443,59.6
IL-105,"Livingston County",63.4,97,2.759,60.6
IL-107,"Logan County",65.2,99,2.892,62.3
IL-109,"McDonough County",63.8,87,1.593,62.2
IL-111,"McHenry County",59.2,84,1.453,57.7
IL-113,"McLean County",64.2,102,3.294,60.9
IL-115,"Macon County",64.9,97,2.595,62.3
IL-117,"Macoupin County",65.7,96,2.261,63.4
IL-119,"Madison County",67.2,103,2.471,64.7
IL-121,"Marion County",66,95,2.01,64
IL-123,"Marshall County",63.3,97,2.437,60.9
IL-125,"Mason County",65.3,93,2.48,62.8
IL-127,"Massac County",68,92,1.908,66.1
IL-129,"Menard County",64.9,92,2.149,62.8
IL-131,"Mercer County",64,99,2.767,61.2
IL-133,"Monroe County",67.2,92,2.072,65.1
IL-135,"Montgomery County",65.8,105,2.652,63.1
IL-137,"Morgan County",64.3,83,1.3,63
IL-139,"Moultrie County",64.6,91,2.13,62.5
IL-141,"Ogle County",61.2,90,2.151,59
IL-143,"Peoria County",64.9,107,3.509,61.4
IL-145,"Perry County",66.1,83,1.403,64.7
IL-147,"Piatt County",64.9,102,3.112,61.8
IL-149,"Pike County",64.7,84,1.339,63.4
IL-151,"Pope County",67,84,1.515,65.5
IL-153,"Pulaski County",68.3,95,2.086,66.2
IL-155,"Putnam County",62.3,79,1.409,60.9
IL-157,"Randolph County",66.2,83,1.327,64.9
IL-159,"Richland County",65,71,0.853,64.1
IL-161,"Rock Island County",64,103,3.158,60.8
IL-163,"St. Clair County",67.3,96,2.187,65.1
IL-165,"Saline County",66.3,79,1.06,65.2
IL-167,"Sangamon County",65,94,2.154,62.8
IL-169,"Schuyler County",64.2,84,1.325,62.9
IL-171,"Scott County",64.6,81,1.171,63.4
IL-173,"Shelby County",64.8,89,1.896,62.9
IL-175,"Stark County",63.3,97,2.667,60.6
IL-177,"Stephenson County",60.3,88,1.988,58.3
IL-179,"Tazewell County",65.2,106,3.519,61.7
IL-181,"Union County",67.1,94,1.768,65.3
IL-183,"Vermilion County",62.6,71,0.994,61.6
IL-185,"Wabash County",65.3,61,0.428,64.9
IL-187,"Warren County",63.8,97,2.495,61.3
IL-189,"Washington County",66.4,91,1.808,64.6
IL-191,"Wayne County",65.9,79,1.461,64.4
IL-193,"White County",66.1,71,0.799,65.3
IL-195,"Whiteside County",62.6,97,2.635,60
IL-197,"Will County",61.5,84,1.797,59.7
IL-199,"Williamson County",66.1,80,1.248,64.9
IL-201,"Winnebago County",61,93,2.208,58.8
IL-203,"Woodford County",64,100,3.25,60.8
IN-001,"Adams County",59.6,63,-0.074,59.7
IN-003,"Allen County",59.9,72,0.467,59.4
IN-005,"Bartholomew County",63.3,67,0.546,62.8
IN-007,"Benton County",62.1,84,1.719,60.4
IN-009,"Blackford County",60.8,63,0.253,60.5
IN-011,"Boone County",61.7,78,1.385,60.3
IN-013,"Brown County",62.8,68,0.774,62
IN-015,"Carroll County",61.6,72,1.055,60.5
IN-017,"Cass County",60.9,70,0.717,60.2
IN-019,"Clark County",63.6,52,-0.262,63.9
IN-021,"Clay County",63.4,74,1.133,62.3
IN-023,"Clinton County",61.5,73,1.106,60.4
IN-025,"Crawford County",63.7,55,-0.005,63.7
IN-027,"Daviess County",64.4,68,0.816,63.6
IN-029,"Dearborn County",62,55,-0.277,62.3
IN-031,"Decatur County",61.8,53,-0.383,62.2
IN-033,"DeKalb County",59.1,69,0.363,58.7
IN-035,"Delaware County",61.6,68,0.909,60.7
IN-037,"Dubois County",64.3,60,0.471,63.8
IN-039,"Elkhart County",60.1,85,1.858,58.2
IN-041,"Fayette County",60.2,50,-0.844,61
IN-043,"Floyd County",64.1,59,0.155,63.9
IN-045,"Fountain County",61.8,63,0.502,61.3
IN-047,"Franklin County",61,52,-0.654,61.7
IN-049,"Fulton County",60.4,74,1.041,59.4
IN-051,"Gibson County",65.8,72,0.962,64.8
IN-053,"Grant County",60.8,61,0.173,60.6
IN-055,"Greene County",63.3,70,0.795,62.5
IN-057,"Hamilton County",61.7,69,0.853,60.8
IN-059,"Hancock County",61.6,61,0.171,61.4
IN-061,"Harrison County",64.1,58,0.165,63.9
IN-063,"Hendricks County",62.2,76,1.171,61
IN-065,"Henry County",60.3,58,-0.19,60.5
IN-067,"Howard County",60.6,63,0.133,60.5
IN-069,"Huntington County",59.8,61,-0.211,60
IN-071,"Jackson County",63.4,62,0.484,62.9
IN-073,"Jasper County",61.9,89,2.04,59.9
IN-075,"Jay County",60.1,59,0.074,60
IN-077,"Jefferson County",63,55,-0.187,63.2
IN-079,"Jennings County",63.1,60,0.203,62.9
IN-081,"Johnson County",62.8,73,0.918,61.9
IN-083,"Knox County",64.8,64,0.525,64.3
IN-085,"Kosciusko County",60.2,75,1.217,59
IN-087,"LaGrange County",59.5,79,1.254,58.2
IN-089,"Lake County",60.6,84,1.673,58.9
IN-091,"LaPorte County",60.6,87,2.033,58.6
IN-093,"Lawrence County",62.8,60,0.208,62.6
IN-095,"Madison County",61.5,67,0.565,60.9
IN-097,"Marion County",62.7,75,1.069,61.6
IN-099,"Marshall County",60.2,82,1.562,58.6
IN-101,"Martin County",63.8,67,0.788,63
IN-103,"Miami County",60.5,64,0.239,60.3
IN-105,"Monroe County",62.5,64,0.576,61.9
IN-107,"Montgomery County",61.7,73,1.123,60.6
IN-109,"Morgan County",62.8,72,0.972,61.8
IN-111,"Newton County",62.2,91,2.136,60.1
IN-113,"Noble County",59.9,77,1.318,58.6
IN-115,"Ohio County",62.5,55,-0.218,62.7
IN-117,"Orange County",63.5,66,0.526,63
IN-119,"Owen County",62.8,70,0.843,62
IN-121,"Parke County",62.3,64,0.412,61.9
IN-123,"Perry County",63.7,47,-0.829,64.5
IN-125,"Pike County",65,67,0.789,64.2
IN-127,"Porter County",60.6,88,2.003,58.6
IN-129,"Posey County",66.6,74,0.846,65.8
IN-131,"Pulaski County",61.1,78,1.533,59.6
IN-133,"Putnam County",62,68,0.676,61.3
IN-135,"Randolph County",59.9,59,0.008,59.9
IN-137,"Ripley County",61.7,53,-0.378,62.1
IN-139,"Rush County",60.7,52,-0.645,61.3
IN-141,"St. Joseph County",60.2,87,1.948,58.3
IN-143,"Scott County",63.4,58,0.158,63.2
IN-145,"Shelby County",62.5,61,0.223,62.3
IN-147,"Spencer County",64.9,56,-0.071,65
IN-149,"Starke County",60.8,84,1.72,59.1
IN-151,"Steuben County",58.4,69,0.528,57.9
IN-153,"Sullivan County",64.3,76,1.188,63.1
IN-155,"Switzerland County",62.7,54,-0.295,63
IN-157,"Tippecanoe County",62.2,78,1.47,60.7
IN-159,"Tipton County",60.8,65,0.365,60.4
IN-161,"Union County",60.3,53,-0.702,61
IN-163,"Vanderburgh County",66.7,79,1.177,65.5
IN-165,"Vermillion County",62.6,62,0.387,62.2
IN-167,"Vigo County",64.2,83,1.516,62.7
IN-169,"Wabash County",60.1,60,-0.077,60.2
IN-171,"Warren County",61.7,63,0.647,61.1
IN-173,"Warrick County",65.8,71,0.909,64.9
IN-175,"Washington County",63,58,0.201,62.8
IN-177,"Wayne County",59.5,52,-0.852,60.4
IN-179,"Wells County",60,65,0.044,60
IN-181,"White County",62,86,1.772,60.2
IN-183,"Whitley County",59.8,72,0.608,59.2
IA-001,"Adair County",62.9,100,2.616,60.3
IA-003,"Adams County",63.7,103,2.942,60.8
IA-005,"Allamakee County",59.3,83,1.32,58
IA-007,"Appanoose County",63.1,87,1.467,61.6
IA-009,"Audubon County",61.8,98,2.149,59.7
IA-011,"Benton County",62.1,101,2.569,59.5
IA-013,"Black Hawk County",62.1,103,3.052,59
IA-015,"Boone County",63,102,2.689,60.3
IA-017,"Bremer County",61.6,107,3.292,58.3
IA-019,"Buchanan County",61.2,97,2.722,58.5
IA-021,"Buena Vista County",62.6,108,3.813,58.8
IA-023,"Butler County",62.2,109,3.427,58.8
IA-025,"Calhoun County",63,106,3.303,59.7
IA-027,"Carroll County",63,107,3.418,59.6
IA-029,"Cass County",62.8,98,2.282,60.5
IA-031,"Cedar County",62.8,98,2.656,60.1
IA-033,"Cerro Gordo County",61.5,107,3.412,58.1
IA-035,"Cherokee County",63.1,113,4.233,58.9
IA-037,"Chickasaw County",60.7,105,3.048,57.7
IA-039,"Clarke County",63.6,100,2.479,61.1
IA-041,"Clay County",62.9,114,4.583,58.3
IA-043,"Clayton County",60,89,1.599,58.4
IA-045,"Clinton County",62.9,101,2.9,60
IA-047,"Crawford County",64.1,116,4.571,59.5
IA-049,"Dallas County",63.6,99,2.516,61.1
IA-051,"Davis County",63.2,86,1.41,61.8
IA-053,"Decatur County",64,100,2.701,61.3
IA-055,"Delaware County",60.9,98,2.629,58.3
IA-057,"Des Moines County",63.8,91,1.904,61.9
IA-059,"Dickinson County",62.2,113,4.398,57.8
IA-061,"Dubuque County",60.9,95,2.334,58.6
IA-063,"Emmet County",61.9,111,3.969,57.9
IA-065,"Fayette County",60.5,99,2.696,57.8
IA-067,"Floyd County",61.5,106,3.206,58.3
IA-069,"Franklin County",62,107,3.507,58.5
IA-071,"Fremont County",64.4,96,2.067,62.3
IA-073,"Greene County",62.9,103,2.691,60.2
IA-075,"Grundy County",62.3,105,3.109,59.2
IA-077,"Guthrie County",62.6,98,2.297,60.3
IA-079,"Hamilton County",62.8,107,3.34,59.5
IA-081,"Hancock County",61.6,105,3.271,58.3
IA-083,"Hardin County",62.4,107,3.222,59.2
IA-085,"Harrison County",64.5,109,3.602,60.9
IA-087,"Henry County",62.9,83,1.088,61.8
IA-089,"Howard County",59.5,100,2.867,56.6
IA-091,"Humboldt County",63.3,110,3.971,59.3
IA-093,"Ida County",63.6,113,4.33,59.3
IA-095,"Iowa County",62.9,101,2.7,60.2
IA-097,"Jackson County",61.9,99,2.629,59.3
IA-099,"Jasper County",63.2,98,2.552,60.6
IA-101,"Jefferson County",62.4,83,0.855,61.5
IA-103,"Johnson County",62.8,96,2.305,60.5
IA-105,"Jones County",62.3,102,3.098,59.2
IA-107,"Keokuk County",62.7,93,1.937,60.8
IA-109,"Kossuth County",62.3,110,3.815,58.5
IA-111,"Lee County",64,87,1.438,62.6
IA-113,"Linn County",62.4,101,2.964,59.4
IA-115,"Louisa County",63.4,92,1.926,61.5
IA-117,"Lucas County",63.6,97,2.264,61.3
IA-119,"Lyon County",63.3,118,4.994,58.3
IA-121,"Madison County",63.7,101,2.599,61.1
IA-123,"Mahaska County",63.2,95,2.172,61
IA-125,"Marion County",63.5,93,1.985,61.5
IA-127,"Marshall County",62.4,100,2.589,59.8
IA-129,"Mills County",64.6,102,2.718,61.9
IA-131,"Mitchell County",60.5,104,3.086,57.4
IA-133,"Monona County",64.7,113,4.272,60.4
IA-135,"Monroe County",63.6,93,1.956,61.6
IA-137,"Montgomery County",64,101,2.582,61.4
IA-139,"Muscatine County",63.5,96,2.529,61
IA-141,"O'Brien County",63.2,116,4.708,58.5
IA-143,"Osceola County",62.8,117,4.956,57.8
IA-145,"Page County",63.9,97,2.126,61.8
IA-147,"Palo Alto County",62.4,111,3.878,58.5
IA-149,"Plymouth County",63.8,116,4.605,59.2
IA-151,"Pocahontas County",62.3,102,3.032,59.3
IA-153,"Polk County",63.8,99,2.483,61.3
IA-155,"Pottawattamie County",64.3,106,3.102,61.2
IA-157,"Poweshiek County",62.6,99,2.601,60
IA-159,"Ringgold County",63.9,102,2.985,60.9
IA-161,"Sac County",63.3,113,4.081,59.2
IA-163,"Scott County",64.1,107,3.672,60.4
IA-165,"Shelby County",63.2,106,3.169,60
IA-167,"Sioux County",63.6,117,4.784,58.8
IA-169,"Story County",62.6,101,2.462,60.1
IA-171,"Tama County",62.4,102,2.843,59.6
IA-173,"Taylor County",63.7,102,2.724,61
IA-175,"Union County",63.3,100,2.662,60.6
IA-177,"Van Buren County",62.8,81,0.693,62.1
IA-179,"Wapello County",63.4,94,1.834,61.6
IA-181,"Warren County",64,99,2.268,61.7
IA-183,"Washington County",62,83,1.101,60.9
IA-185,"Wayne County",63.2,93,1.915,61.3
IA-187,"Webster County",63.5,109,3.816,59.7
IA-189,"Winnebago County",61.3,107,3.471,57.8
IA-191,"Winneshiek County",60.1,102,3.005,57.1
IA-193,"Woodbury County",64.2,115,4.335,59.9
IA-195,"Worth County",61.2,111,3.58,57.6
IA-197,"Wright County",62.8,108,3.918,58.9
KS-001,"Allen County",66.3,76,1.042,65.3
KS-003,"Anderson County",66,86,1.194,64.8
KS-005,"Atchison County",65.6,96,2.138,63.5
KS-007,"Barber County",67.1,91,1.59,65.5
KS-009,"Barton County",65.2,90,1.689,63.5
KS-011,"Bourbon County",66.3,77,0.907,65.4
KS-013,"Brown County",65.4,103,2.58,62.8
KS-015,"Butler County",67.1,100,2.414,64.7
KS-017,"Chase County",66.1,95,2.087,64
KS-019,"Chautauqua County",67.5,81,1.075,66.4
KS-021,"Cherokee County",67.3,79,0.782,66.5
KS-023,"Cheyenne County",62.3,107,2.97,59.3
KS-025,"Clark County",67.6,101,2.234,65.4
KS-027,"Clay County",66.7,107,3.257,63.4
KS-029,"Cloud County",66.8,112,3.783,63
KS-031,"Coffey County",66.8,99,2.343,64.5
KS-033,"Comanche County",66.9,90,1.557,65.3
KS-035,"Cowley County",67.8,97,2.005,65.8
KS-037,"Crawford County",66.9,82,1.098,65.8
KS-039,"Decatur County",63.3,100,2.609,60.7
KS-041,"Dickinson County",67.1,107,3.219,63.9
KS-043,"Doniphan County",65.8,95,2.123,63.7
KS-045,"Douglas County",66.8,100,2.5,64.3
KS-047,"Edwards County",65.1,89,1.35,63.8
KS-049,"Elk County",67,92,1.585,65.4
KS-051,"Ellis County",66.1,111,3.59,62.5
KS-053,"Ellsworth County",66.5,104,2.718,63.8
KS-055,"Finney County",65.3,106,2.96,62.3
KS-057,"Ford County",66.1,101,2.475,63.6
KS-059,"Franklin County",66.8,98,2.293,64.5
KS-061,"Geary County",66.8,106,3.05,63.8
KS-063,"Gove County",64.7,110,3.278,61.4
KS-065,"Graham County",65.4,113,3.591,61.8
KS-067,"Grant County",65.7,102,2.446,63.3
KS-069,"Gray County",66,106,3.009,63
KS-071,"Greeley County",63,100,2.677,60.3
KS-073,"Greenwood County",66.8,99,2.152,64.6
KS-075,"Hamilton County",64.8,103,2.594,62.2
KS-077,"Harper County",67.5,86,1.425,66.1
KS-079,"Harvey County",67.2,103,2.614,64.6
KS-081,"Haskell County",65.7,103,2.598,63.1
KS-083,"Hodgeman County",66,100,2.58,63.4
KS-085,"Jackson County",64.9,93,1.652,63.2
KS-087,"Jefferson County",66.2,98,2.426,63.8
KS-089,"Jewell County",65.4,109,3.355,62
KS-091,"Johnson County",67.2,103,2.966,64.2
KS-093,"Kearny County",65,104,2.741,62.3
KS-095,"Kingman County",66.9,90,1.703,65.2
KS-097,"Kiowa County",65.4,85,1.162,64.2
KS-099,"Labette County",67,69,0.384,66.6
KS-101,"Lane County",65,108,3.361,61.6
KS-103,"Leavenworth County",66.9,102,2.821,64.1
KS-105,"Lincoln County",66.9,111,3.575,63.3
KS-107,"Linn County",66.2,85,1.174,65
KS-109,"Logan County",63.9,103,3.09,60.8
KS-111,"Lyon County",66.8,106,2.787,64
KS-113,"McPherson County",66.7,102,2.689,64
KS-115,"Marion County",66.4,99,2.449,64
KS-117,"Marshall County",64.9,98,2.108,62.8
KS-119,"Meade County",67.2,104,2.633,64.6
KS-121,"Miami County",66.8,99,2.342,64.5
KS-123,"Mitchell County",66.2,109,3.382,62.8
KS-125,"Montgomery County",67.3,69,0.433,66.9
KS-127,"Morris County",66.1,104,2.599,63.5
KS-129,"Morton County",65.4,94,1.863,63.5
KS-131,"Nemaha County",64.6,96,2.072,62.5
KS-133,"Neosho County",66.8,78,0.943,65.9
KS-135,"Ness County",65.7,103,2.899,62.8
KS-137,"Norton County",64.5,108,3.37,61.1
KS-139,"Osage County",67.3,108,3.225,64.1
KS-141,"Osborne County",65.9,106,3.088,62.8
KS-143,"Ottawa County",67.1,108,3.69,63.4
KS-145,"Pawnee County",64.9,89,1.397,63.5
KS-147,"Phillips County",64.8,106,2.971,61.8
KS-149,"Pottawatomie County",65.5,96,2.055,63.4
KS-151,"Pratt County",65.7,85,1.258,64.4
KS-153,"Rawlins County",62.4,97,2.42,60
KS-155,"Reno County",66.6,91,1.858,64.7
KS-157,"Republic County",66,110,3.747,62.3
KS-159,"Rice County",65.8,89,1.71,64.1
KS-161,"Riley County",66.4,105,2.808,63.6
KS-163,"Rooks County",65.7,108,3.236,62.5
KS-165,"Rush County",65.3,99,2.326,63
KS-167,"Russell County",66.7,113,3.481,63.2
KS-169,"Saline County",67.6,109,3.647,64
KS-171,"Scott County",64.5,105,3.166,61.3
KS-173,"Sedgwick County",67.9,99,2.602,65.3
KS-175,"Seward County",66.5,104,2.492,64
KS-177,"Shawnee County",66.7,102,2.654,64
KS-179,"Sheridan County",63.9,106,3.005,60.9
KS-181,"Sherman County",62.1,105,3.2,58.9
KS-183,"Smith County",64.4,97,2.394,62
KS-185,"Stafford County",65,82,1.017,64
KS-187,"Stanton County",65.6,105,2.545,63.1
KS-189,"Stevens County",65.8,98,2.14,63.7
KS-191,"Sumner County",68.2,93,2.051,66.1
KS-193,"Thomas County",62.8,101,2.862,59.9
KS-195,"Trego County",65.6,111,3.596,62
KS-197,"Wabaunsee County",66.2,101,2.477,63.7
KS-199,"Wallace County",62.9,105,3.1,59.8
KS-201,"Washington County",64.9,100,2.279,62.6
KS-203,"Wichita County",63.8,101,2.869,60.9
KS-205,"Wilson County",67.1,80,1.15,66
KS-207,"Woodson County",66.6,89,1.548,65.1
KS-209,"Wyandotte County",67.3,104,2.932,64.4
KY-001,"Adair County",64,54,-0.23,64.2
KY-003,"Allen County",65.8,57,-0.143,65.9
KY-005,"Anderson County",63.1,51,-0.569,63.7
KY-007,"Ballard County",68.6,94,2.118,66.5
KY-009,"Barren County",65.4,55,-0.226,65.6
KY-011,"Bath County",61.9,41,-1.646,63.5
KY-013,"Bell County",62.3,48,-0.85,63.2
KY-015,"Boone County",62.5,56,-0.212,62.7
KY-017,"Bourbon County",62,49,-1.035,63
KY-019,"Boyd County",61.9,45,-1.009,62.9
KY-021,"Boyle County",63.2,53,-0.366,63.6
KY-023,"Bracken County",61.7,48,-1.072,62.8
KY-025,"Breathitt County",62.9,41,-1.441,64.3
KY-027,"Breckinridge County",64.1,51,-0.317,64.4
KY-029,"Bullitt County",64.7,60,0.093,64.6
KY-031,"Butler County",65.9,60,0.189,65.7
KY-033,"Caldwell County",67.3,78,1.114,66.2
KY-035,"Calloway County",67.7,75,0.918,66.8
KY-037,"Campbell County",62.3,51,-0.723,63
KY-039,"Carlisle County",68.6,92,1.849,66.8
KY-041,"Carroll County",63.1,52,-0.478,63.6
KY-043,"Carter County",61.2,43,-1.336,62.5
KY-045,"Casey County",63.3,56,-0.159,63.5
KY-047,"Christian County",66.8,70,0.644,66.2
KY-049,"Clark County",62.4,47,-1.082,63.5
KY-051,"Clay County",63.1,48,-0.755,63.9
KY-053,"Clinton County",63.9,50,-0.496,64.4
KY-055,"Crittenden County",67.3,81,1.321,66
KY-057,"Cumberland County",64.8,53,-0.336,65.1
KY-059,"Daviess County",65.8,63,0.362,65.4
KY-061,"Edmonson County",65.2,54,-0.157,65.4
KY-063,"Elliott County",61.1,38,-1.763,62.9
KY-065,"Estill County",63.2,49,-1.065,64.3
KY-067,"Fayette County",62.4,52,-0.698,63.1
KY-069,"Fleming County",61.5,41,-1.583,63.1
KY-071,"Floyd County",62.3,32,-1.971,64.3
KY-073,"Franklin County",63,51,-0.662,63.7
KY-075,"Fulton County",69,85,1.387,67.6
KY-077,"Gallatin County",62.9,55,-0.34,63.2
KY-079,"Garrard County",63.5,54,-0.325,63.8
KY-081,"Grant County",62.4,54,-0.538,62.9
KY-083,"Graves County",68.1,85,1.356,66.7
KY-085,"Grayson County",64.6,56,0.07,64.5
KY-087,"Green County",64.6,54,-0.147,64.7
KY-089,"Greenup County",61.5,48,-1.081,62.6
KY-091,"Hancock County",64.1,46,-0.867,65
KY-093,"Hardin County",64.2,59,0.034,64.2
KY-095,"Harlan County",61.2,46,-0.825,62
KY-097,"Harrison County",62.1,48,-0.923,63
KY-099,"Hart County",64.7,55,-0.191,64.9
KY-101,"Henderson County",67.1,79,1.186,65.9
KY-103,"Henry County",62.8,50,-0.66,63.5
KY-105,"Hickman County",68.6,85,1.505,67.1
KY-107,"Hopkins County",67.3,77,1.081,66.2
KY-109,"Jackson County",62.8,53,-0.567,63.4
KY-111,"Jefferson County",64.5,55,-0.171,64.7
KY-113,"Jessamine County",63,53,-0.502,63.5
KY-115,"Johnson County",61.3,27,-2.243,63.5
KY-117,"Kenton County",62.3,55,-0.434,62.7
KY-119,"Knott County",62,39,-1.594,63.6
KY-121,"Knox County",63,48,-0.836,63.8
KY-123,"Larue County",64.1,56,-0.132,64.2
KY-125,"Laurel County",63.3,54,-0.371,63.7
KY-127,"Lawrence County",61.4,39,-1.68,63.1
KY-129,"Lee County",63.1,44,-1.334,64.4
KY-131,"Leslie County",62.5,45,-0.975,63.5
KY-133,"Letcher County",61.6,42,-1.102,62.7
KY-135,"Lewis County",61.3,44,-1.357,62.7
KY-137,"Lincoln County",63.2,55,-0.22,63.4
KY-139,"Livingston County",67.6,83,1.372,66.2
KY-141,"Logan County",66,56,-0.067,66.1
KY-143,"Lyon County",67.6,78,1.085,66.5
KY-145,"McCracken County",68.4,93,1.95,66.5
KY-147,"McCreary County",63,50,-0.707,63.7
KY-149,"McLean County",66.8,74,0.945,65.9
KY-151,"Madison County",63.3,52,-0.656,64
KY-153,"Magoffin County",61.8,37,-1.884,63.7
KY-155,"Marion County",63.9,55,-0.176,64.1
KY-157,"Marshall County",68,82,1.162,66.8
KY-159,"Martin County",62,32,-1.968,64
KY-161,"Mason County",61.4,44,-1.289,62.7
KY-163,"Meade County",64.1,51,-0.154,64.3
KY-165,"Menifee County",61.8,39,-1.731,63.5
KY-167,"Mercer County",63.2,53,-0.463,63.7
KY-169,"Metcalfe County",64.4,54,-0.33,64.7
KY-171,"Monroe County",65,54,-0.307,65.3
KY-173,"Montgomery County",61.9,43,-1.466,63.4
KY-175,"Morgan County",61.6,35,-1.912,63.5
KY-177,"Muhlenberg County",66.4,66,0.379,66
KY-179,"Nelson County",64.2,57,-0.144,64.3
KY-181,"Nicholas County",61.7,42,-1.313,63
KY-183,"Ohio County",65.6,61,0.277,65.3
KY-185,"Oldham County",63.2,49,-0.673,63.9
KY-187,"Owen County",62.7,52,-0.554,63.3
KY-189,"Owsley County",63.2,46,-1.112,64.3
KY-191,"Pendleton County",62.2,49,-0.857,63.1
KY-193,"Perry County",62.6,41,-1.271,63.9
KY-195,"Pike County",62.4,35,-1.695,64.1
KY-197,"Powell County",62.6,41,-1.43,64
KY-199,"Pulaski County",63.5,57,-0.313,63.8
KY-201,"Robertson County",61.7,46,-1.178,62.9
KY-203,"Rockcastle County",63.2,56,-0.283,63.5
KY-205,"Rowan County",61.3,37,-1.819,63.1
KY-207,"Russell County",63.7,53,-0.36,64.1
KY-209,"Scott County",62.4,51,-0.674,63.1
KY-211,"Shelby County",62.9,51,-0.658,63.6
KY-213,"Simpson County",66,59,-0.005,66
KY-215,"Spencer County",63.7,52,-0.425,64.1
KY-217,"Taylor County",64,56,-0.119,64.1
KY-219,"Todd County",66.2,60,0.244,66
KY-221,"Trigg County",67.4,75,0.951,66.4
