county,fips,state,lat,lng
Iowa County,55049,Wisconsin,43.0005,-90.1354
Columbia County,5027,Arkansas,33.2143,-93.2273
Ouachita County,5103,Arkansas,33.5934,-92.8819
Goochland County,51075,Virginia,37.722,-77.9156
Itawamba County,28057,Mississippi,34.28,-88.3613
Limestone County,48293,Texas,31.5455,-96.5805
Teton County,56039,Wyoming,43.9347,-110.5898
Osceola County,26133,Michigan,43.9898,-85.3252
Fairfax City,51600,Virginia,38.8531,-77.2997
Plaquemines Parish,22075,Louisiana,29.4406,-89.61
Hampshire County,54027,West Virginia,39.3171,-78.6141
Antrim County,26009,Michigan,44.9991,-85.1403
Hood River County,41027,Oregon,45.519,-121.6511
Grainger County,47057,Tennessee,36.2763,-83.5096
Panola County,48365,Texas,32.1624,-94.3056
Meeker County,27093,Minnesota,45.1231,-94.5273
Fayette County,18041,Indiana,39.6401,-85.1787
Franklin County,13119,Georgia,34.3754,-83.2291
Starke County,18149,Indiana,41.2809,-86.6476
Hockley County,48219,Texas,33.6077,-102.3432
Meigs County,39105,Ohio,39.0822,-82.0229
Houston County,48225,Texas,31.3177,-95.4227
Saline County,29195,Missouri,39.1368,-93.2018
Sumner County,20191,Kansas,37.2373,-97.4765
Menominee County,26109,Michigan,45.5801,-87.5566
Ray County,29177,Missouri,39.3523,-93.9899
Prince Edward County,51147,Virginia,37.2243,-78.4411
Curry County,41015,Oregon,42.4576,-124.1568
McDonald County,29119,Missouri,36.6287,-94.3483
Leake County,28079,Mississippi,32.7535,-89.524
Bandera County,48019,Texas,29.7472,-99.2463
Franklin County,18047,Indiana,39.4149,-85.0602
Yankton County,46135,South Dakota,43.009,-97.3948
Randolph County,1111,Alabama,33.2938,-85.4591
Blaine County,16013,Idaho,43.412,-113.9802
Rockbridge County,51163,Virginia,37.8145,-79.4473
Coahoma County,28027,Mississippi,34.23,-90.6017
Martin County,37117,North Carolina,35.8432,-77.1093
Asotin County,53003,Washington,46.1918,-117.203
Caswell County,37033,North Carolina,36.3932,-79.3335
Anderson County,21005,Kentucky,38.0039,-84.991
Burke County,13033,Georgia,33.0611,-82.0007
Emanuel County,13107,Georgia,32.5897,-82.3017
Crisp County,13081,Georgia,31.9229,-83.7681
Hopewell City,51670,Virginia,37.2915,-77.2985
Johnson County,21115,Kentucky,37.8466,-82.8315
Fairfield County,45039,South Carolina,34.3951,-81.1212
Bibb County,1007,Alabama,32.9986,-87.1265
Mahaska County,19123,Iowa,41.3352,-92.6409
Clark County,5019,Arkansas,34.0509,-93.1764
Grant Parish,22043,Louisiana,31.5997,-92.5594
New Kent County,51127,Virginia,37.5052,-76.9973
Waynesboro City,51820,Virginia,38.0674,-78.9014
Logan County,8075,Colorado,40.7247,-103.1101
Union Parish,22111,Louisiana,32.8318,-92.3748
Assumption Parish,22007,Louisiana,29.9024,-91.0608
Nodaway County,29147,Missouri,40.3608,-94.8834
Adair County,40001,Oklahoma,35.8839,-94.6587
Overton County,47133,Tennessee,36.345,-85.2881
Brooke County,54009,West Virginia,40.2739,-80.5765
Pacific County,53049,Washington,46.5557,-123.7041
Washington County,19183,Iowa,41.3356,-91.7179
Mitchell County,13205,Georgia,31.2253,-84.1943
Gray County,48179,Texas,35.4012,-100.8126
Klickitat County,53039,Washington,45.8738,-120.7891
Scott County,47151,Tennessee,36.4285,-84.5035
Tippah County,28139,Mississippi,34.7684,-88.9089
Letcher County,21133,Kentucky,37.1212,-82.8553
Vilas County,55125,Wisconsin,46.0529,-89.5148
Wyandot County,39175,Ohio,40.8424,-83.3044
Putnam County,13237,Georgia,33.3218,-83.3728
Seward County,20175,Kansas,37.1933,-100.8513
Boone County,54005,West Virginia,38.023,-81.7112
Pointe Coupee Parish,22077,Louisiana,30.7095,-91.6008
Beckham County,40009,Oklahoma,35.2687,-99.682
Henry County,29083,Missouri,38.3852,-93.7927
Jersey County,17083,Illinois,39.0855,-90.3565
Scott County,51169,Virginia,36.7143,-82.6029
Taylor County,12123,Florida,30.047,-83.6035
Hempstead County,5057,Arkansas,33.7354,-93.6684
Mercer County,21167,Kentucky,37.811,-84.8744
Nobles County,27105,Minnesota,43.6742,-95.7534
Leelanau County,26089,Michigan,44.9385,-85.812
Shelby County,17173,Illinois,39.3912,-88.8055
Logan County,5083,Arkansas,35.2149,-93.7166
Madison County,37115,North Carolina,35.858,-82.7058
Wabasha County,27157,Minnesota,44.2843,-92.2303
Gage County,31067,Nebraska,40.2619,-96.6894
Morgan County,47129,Tennessee,36.135,-84.6492
Tyler County,48457,Texas,30.7712,-94.3766
Colusa County,6011,California,39.1775,-122.237
Sevier County,49041,Utah,38.7478,-111.8045
Calhoun County,48057,Texas,28.5067,-96.602
Llano County,48299,Texas,30.7057,-98.6841
Jo Daviess County,17085,Illinois,42.3658,-90.2126
Yell County,5149,Arkansas,35.0025,-93.4111
Willacy County,48489,Texas,26.4693,-97.6622
Fayette County,17051,Illinois,39.0002,-89.0241
McDuffie County,13189,Georgia,33.4828,-82.4814
Buchanan County,51027,Virginia,37.2666,-82.036
Colorado County,48089,Texas,29.6208,-96.5263
Saunders County,31155,Nebraska,41.2264,-96.6374
Hubbard County,27057,Minnesota,47.1086,-94.9167
Newton County,28101,Mississippi,32.4002,-89.1188
Barnwell County,45011,South Carolina,33.2661,-81.435
Moore County,48341,Texas,35.8377,-101.8929
Lampasas County,48281,Texas,31.1962,-98.2414
St. James Parish,22093,Louisiana,30.027,-90.7931
Buchanan County,19019,Iowa,42.4708,-91.8379
Hutchinson County,48233,Texas,35.84,-101.3547
Perry County,17145,Illinois,38.0837,-89.367
Meriwether County,13199,Georgia,33.0406,-84.6883
Gaines County,48165,Texas,32.7407,-102.6352
Allen County,21003,Kentucky,36.7512,-86.1904
La Paz County,4012,Arizona,33.7294,-113.9815
Fillmore County,27045,Minnesota,43.674,-92.0902
Monroe County,1099,Alabama,31.5708,-87.3654
Greene County,37079,North Carolina,35.485,-77.6758
Grenada County,28043,Mississippi,33.77,-89.8021
Conway County,5029,Arkansas,35.2624,-92.7015
Ogemaw County,26129,Michigan,44.3349,-84.1264
Wyoming County,54109,West Virginia,37.6096,-81.5492
Stutsman County,38093,North Dakota,46.9793,-98.9588
Owen County,18119,Indiana,39.3128,-86.8377
Gonzales County,48177,Texas,29.4567,-97.4925
Minidoka County,16067,Idaho,42.8543,-113.6375
Dodge County,27039,Minnesota,44.0226,-92.862
Dodge County,13091,Georgia,32.1722,-83.1684
Jay County,18075,Indiana,40.4379,-85.0057
Polk County,37149,North Carolina,35.2793,-82.1697
Sullivan County,18153,Indiana,39.0888,-87.4147
Texas County,40139,Oklahoma,36.7479,-101.4901
Lincoln County,54043,West Virginia,38.1754,-82.0704
Jones County,19105,Iowa,42.1212,-91.1315
Vernon County,29217,Missouri,37.8506,-94.3424
Jackson County,55053,Wisconsin,44.3192,-90.8052
Washington County,31177,Nebraska,41.5311,-96.222
Clinton County,29049,Missouri,39.6018,-94.4046
Wayne County,21231,Kentucky,36.8013,-84.8286
Morgan County,29141,Missouri,38.4237,-92.886
Carbon County,49007,Utah,39.6481,-110.5888
Kewaunee County,55061,Wisconsin,44.5161,-87.6153
Uinta County,56041,Wyoming,41.2876,-110.5476
Spencer County,18147,Indiana,38.014,-87.0077
Woodward County,40153,Oklahoma,36.4227,-99.2651
Worth County,13321,Georgia,31.5515,-83.8509
Wayne County,28153,Mississippi,31.6408,-88.6958
Taylor County,55119,Wisconsin,45.2116,-90.5012
Washington County,13303,Georgia,32.9695,-82.7959
Saluda County,45081,South Carolina,34.0061,-81.7268
Breckinridge County,21027,Kentucky,37.7732,-86.4293
Richland Parish,22083,Louisiana,32.4178,-91.7635
DeWitt County,48123,Texas,29.0821,-97.3568
Adams County,55001,Wisconsin,43.9695,-89.7704
Carroll County,19027,Iowa,42.0362,-94.8605
Carroll County,18015,Indiana,40.5828,-86.5635
Dakota County,31043,Nebraska,42.3911,-96.5646
Clay County,21051,Kentucky,37.1597,-83.7147
Franklin Parish,22041,Louisiana,32.1333,-91.6738
DeKalb County,47041,Tennessee,35.9799,-85.8328
Winneshiek County,19191,Iowa,43.2907,-91.8437
Lavaca County,48285,Texas,29.3843,-96.9302
Fulton County,18049,Indiana,41.047,-86.2636
Pickens County,1107,Alabama,33.2809,-88.0887
Cherokee County,20021,Kansas,37.1693,-94.8463
Frio County,48163,Texas,28.8678,-99.1082
Ashley County,5003,Arkansas,33.1912,-91.7685
Polk County,5113,Arkansas,34.4858,-94.2282
Bourbon County,21017,Kentucky,38.2067,-84.2171
Chaffee County,8015,Colorado,38.747,-106.1941
Duchesne County,49013,Utah,40.2982,-110.4252
Buena Vista County,19021,Iowa,42.7355,-95.1511
Labette County,20099,Kansas,37.1913,-95.2976
Smith County,47159,Tennessee,36.2505,-85.9567
Davison County,46035,South Dakota,43.6747,-98.146
Henry County,19087,Iowa,40.988,-91.5445
Jones County,48253,Texas,32.7399,-99.8787
Lincoln County,30053,Montana,48.5425,-115.4051
Warren County,37185,North Carolina,36.3965,-78.1067
Freestone County,48161,Texas,31.7049,-96.1491
Martin County,27091,Minnesota,43.6744,-94.5511
Greene County,51079,Virginia,38.2976,-78.4669
Butler County,1013,Alabama,31.7524,-86.6803
Adams County,53001,Washington,46.9833,-118.5606
Union County,47173,Tennessee,36.2879,-83.8375
McIntosh County,40091,Oklahoma,35.3736,-95.6668
Northampton County,37131,North Carolina,36.4178,-77.3969
Montague County,48337,Texas,33.6757,-97.7246
Lincoln County,35027,New Mexico,33.7453,-105.4593
Lincoln County,56023,Wyoming,42.2639,-110.656
Fayette County,19065,Iowa,42.8626,-91.8443
Orange County,18117,Indiana,38.5418,-86.4951
Douglas County,17041,Illinois,39.7695,-88.2173
Concordia Parish,22029,Louisiana,31.4459,-91.6401
Holmes County,12059,Florida,30.8679,-85.8141
Clay County,28025,Mississippi,33.6557,-88.7816
Kent County,24029,Maryland,39.2545,-76.0399
Tishomingo County,28141,Mississippi,34.7404,-88.2393
Adair County,21001,Kentucky,37.1041,-85.2807
Jackson County,19097,Iowa,42.1717,-90.5742
Pierce County,13229,Georgia,31.3588,-82.2128
Benton County,29015,Missouri,38.2948,-93.2879
Marion County,21155,Kentucky,37.5525,-85.2696
Long County,13183,Georgia,31.7526,-81.7457
East Feliciana Parish,22037,Louisiana,30.8451,-91.0455
Perry County,29157,Missouri,37.7072,-89.8244
Hampton County,45049,South Carolina,32.7763,-81.1407
Berrien County,13019,Georgia,31.276,-83.2296
Langlade County,55067,Wisconsin,45.2623,-89.0719
Elbert County,13105,Georgia,34.1168,-82.8401
Marengo County,1091,Alabama,32.2476,-87.7896
Perry County,18123,Indiana,38.0796,-86.638
Bertie County,37015,North Carolina,36.0662,-76.9787
Los Alamos County,35028,New Mexico,35.8693,-106.3073
Jefferson County,20087,Kansas,39.2358,-95.3834
Spencer County,21215,Kentucky,38.0325,-85.3279
Brantley County,13025,Georgia,31.1969,-81.9819
Banks County,13011,Georgia,34.3543,-83.4972
Plumas County,6063,California,40.0047,-120.8386
Lamar County,13171,Georgia,33.0765,-84.1394
Hart County,21099,Kentucky,37.2999,-85.8847
Crawford County,17033,Illinois,39.0027,-87.7595
Morgan County,13211,Georgia,33.5908,-83.4924
Covington County,28031,Mississippi,31.6332,-89.5526
Green Lake County,55047,Wisconsin,43.8004,-89.0448
Harrison County,21097,Kentucky,38.4418,-84.3314
Paulding County,39125,Ohio,41.1166,-84.5802
Roosevelt County,35041,New Mexico,34.0212,-103.4801
Houston County,27055,Minnesota,43.6714,-91.4929
Waseca County,27161,Minnesota,44.0221,-93.5873
Deaf Smith County,48117,Texas,34.966,-102.6049
Dickinson County,20041,Kansas,38.8665,-97.1527
Pike County,13231,Georgia,33.0923,-84.3892
Madison County,12079,Florida,30.4441,-83.4701
Humphreys County,47085,Tennessee,36.0409,-87.7757
Cedar County,19031,Iowa,41.7723,-91.1324
Macon County,1087,Alabama,32.3859,-85.6927
Appling County,13001,Georgia,31.7493,-82.289
Bosque County,48035,Texas,31.9004,-97.6343
Fentress County,47049,Tennessee,36.3805,-84.9325
Poweshiek County,19157,Iowa,41.6864,-92.5315
Park County,8093,Colorado,39.1194,-105.7172
Beadle County,46005,South Dakota,44.4145,-98.2781
Simpson County,21213,Kentucky,36.7419,-86.5823
Attala County,28007,Mississippi,33.0863,-89.5815
Eastland County,48133,Texas,32.3271,-98.8323
Otero County,8089,Colorado,37.9026,-103.7164
Stone County,28131,Mississippi,30.79,-89.1177
Drew County,5043,Arkansas,33.5894,-91.72
Bethel Census Area,2050,Alaska,60.9131,-159.8186
Wright County,29229,Missouri,37.2702,-92.4687
Gilchrist County,12041,Florida,29.7258,-82.8004
Burleson County,48051,Texas,30.4925,-96.6215
Grant County,5053,Arkansas,34.29,-92.4236
Andrews County,48003,Texas,32.305,-102.6378
Montour County,42093,Pennsylvania,41.0279,-76.6586
Pike County,29163,Missouri,39.3438,-91.1714
Jefferson County,19101,Iowa,41.0318,-91.9489
Phillips County,5107,Arkansas,34.4275,-90.8489
Winston County,28159,Mississippi,33.0885,-89.0344
McDowell County,54047,West Virginia,37.3785,-81.6536
Pitkin County,8097,Colorado,39.2171,-106.9166
Young County,48503,Texas,33.1767,-98.6878
Randolph County,5121,Arkansas,36.3415,-91.0276
Inyo County,6027,California,36.5111,-117.4107
Ste. Genevieve County,29186,Missouri,37.8944,-90.1944
Westmoreland County,51193,Virginia,38.112,-76.8042
Yancey County,37199,North Carolina,35.8989,-82.3076
Russell County,21207,Kentucky,36.991,-85.0587
Schuyler County,36097,New York,42.3938,-76.8752
Radford City,51750,Virginia,37.1229,-80.5587
Southampton County,51175,Virginia,36.7204,-77.1061
Unicoi County,47171,Tennessee,36.1107,-82.4323
Hancock County,17067,Illinois,40.4038,-91.1647
Greene County,13133,Georgia,33.5788,-83.1667
Morgan County,54065,West Virginia,39.5604,-78.2578
Franklin County,5047,Arkansas,35.5123,-93.8906
Gem County,16045,Idaho,44.0616,-116.3975
Arkansas County,5001,Arkansas,34.2892,-91.3742
Johnson County,47091,Tennessee,36.4549,-81.8518
Kalkaska County,26079,Michigan,44.6847,-85.0902
Benzie County,26019,Michigan,44.6387,-86.0155
Patrick County,51141,Virginia,36.6783,-80.2844
Hughes County,46065,South Dakota,44.389,-99.996
Garrard County,21079,Kentucky,37.6396,-84.5377
Andrew County,29003,Missouri,39.9835,-94.8021
Manassas Park City,51685,Virginia,38.7709,-77.4429
Clayton County,19043,Iowa,42.8448,-91.3414
Cooper County,29053,Missouri,38.8436,-92.8101
Avery County,37011,North Carolina,36.0766,-81.9226
Dukes County,25007,Massachusetts,41.3961,-70.6501
Holmes County,28051,Mississippi,33.1235,-90.092
Richland County,55103,Wisconsin,43.3756,-90.4295
Haywood County,47075,Tennessee,35.5832,-89.2838
McCreary County,21147,Kentucky,36.7371,-84.4842
Leon County,48289,Texas,31.2965,-95.9957
Mariposa County,6043,California,37.5815,-119.9055
Colonial Heights City,51570,Virginia,37.265,-77.3969
Falls County,48145,Texas,31.2533,-96.9359
New Madrid County,29143,Missouri,36.5946,-89.6517
Edgar County,17045,Illinois,39.6785,-87.7456
Dickinson County,19059,Iowa,43.378,-95.1508
Chester County,47023,Tennessee,35.4217,-88.6135
Cook County,13075,Georgia,31.154,-83.4305
Seward County,31159,Nebraska,40.8724,-97.1395
Sharp County,5135,Arkansas,36.1612,-91.4798
Lee County,48287,Texas,30.3107,-96.9657
Lee County,45061,South Carolina,34.1633,-80.2545
Henry County,1067,Alabama,31.5147,-85.2414
Mason County,21161,Kentucky,38.5952,-83.8242
Gunnison County,8051,Colorado,38.6668,-107.0317
Delaware County,19055,Iowa,42.4712,-91.3673
Robertson County,48395,Texas,31.027,-96.5129
Buckingham County,51029,Virginia,37.5722,-78.5287
Chickasaw County,28017,Mississippi,33.9208,-88.9479
Bristol City,51520,Virginia,36.6181,-82.1604
Crawford County,19047,Iowa,42.0372,-95.382
King William County,51101,Virginia,37.7066,-77.0885
Warren County,17187,Illinois,40.8488,-90.615
Tama County,19171,Iowa,42.0798,-92.5325
San Juan County,53055,Washington,48.5782,-122.965
Sevier County,5133,Arkansas,33.9972,-94.2412
Hardin County,19083,Iowa,42.3839,-93.2404
Scurry County,48415,Texas,32.7463,-100.9164
Parke County,18121,Indiana,39.7736,-87.2064
Jackson County,5067,Arkansas,35.5992,-91.2145
Ben Hill County,13017,Georgia,31.7598,-83.2205
Piscataquis County,23021,Maine,45.8373,-69.2846
Rabun County,13241,Georgia,34.8818,-83.402
Dallas County,29059,Missouri,37.6804,-93.0237
Humboldt County,32013,Nevada,41.4068,-118.112
Union County,17181,Illinois,37.4713,-89.2551
Taylor County,54091,West Virginia,39.336,-80.0462
Polk County,47139,Tennessee,35.1199,-84.5233
Rockcastle County,21203,Kentucky,37.3651,-84.316
Giles County,51071,Virginia,37.3142,-80.7029
Dixie County,12029,Florida,29.6082,-83.1588
Socorro County,35053,New Mexico,34.0072,-106.9304
Marshall County,40095,Oklahoma,34.0245,-96.7691
Potter County,42105,Pennsylvania,41.7449,-77.8958
Lafayette County,55065,Wisconsin,42.6605,-90.1317
Wayne County,47181,Tennessee,35.2399,-87.788
Rush County,18139,Indiana,39.62,-85.4658
Marion County,5089,Arkansas,36.2684,-92.6842
Van Buren County,5141,Arkansas,35.5806,-92.5157
Cross County,5037,Arkansas,35.2957,-90.7711
Barbour County,54001,West Virginia,39.1329,-80.003
Bond County,17005,Illinois,38.8868,-89.4356
Park County,30067,Montana,45.4884,-110.5267
Lawrence County,5075,Arkansas,36.0412,-91.107
Idaho County,16049,Idaho,45.8441,-115.4675
Sawyer County,55113,Wisconsin,45.88,-91.1446
Fountain County,18045,Indiana,40.1209,-87.242
Jasper County,28061,Mississippi,32.0191,-89.1189
Hill County,30041,Montana,48.6282,-110.1112
Piatt County,17147,Illinois,40.0103,-88.5911
Fayette County,1057,Alabama,33.7212,-87.7389
Pawnee County,40117,Oklahoma,36.3169,-96.6992
Madison County,5087,Arkansas,36.011,-93.7246
Washington County,1129,Alabama,31.4076,-88.2079
Brunswick County,51025,Virginia,36.7648,-77.859
Pemiscot County,29155,Missouri,36.2114,-89.7854
Wayne County,17191,Illinois,38.4295,-88.4256
Bates County,29013,Missouri,38.2573,-94.34
Richland County,38077,North Dakota,46.2646,-96.9483
Atchison County,20005,Kansas,39.5318,-95.3135
Kanabec County,27065,Minnesota,45.9452,-93.2934
Dade County,13083,Georgia,34.8546,-85.5045
Crawford County,55023,Wisconsin,43.2395,-90.931
Iowa County,19095,Iowa,41.6863,-92.0655
Alamosa County,8003,Colorado,37.5729,-105.7883
Madison County,19121,Iowa,41.3307,-94.0156
Clay County,19041,Iowa,43.0826,-95.1509
Benton County,47005,Tennessee,36.0698,-88.0683
Baker County,41001,Oregon,44.7092,-117.6753
Lewis County,54041,West Virginia,38.9959,-80.5022
Neosho County,20133,Kansas,37.5585,-95.3068
Henry County,21103,Kentucky,38.4485,-85.1189
Casey County,21045,Kentucky,37.3223,-84.9284
Otoe County,31131,Nebraska,40.6485,-96.1348
Smith County,28129,Mississippi,32.0177,-89.5067
Moniteau County,29135,Missouri,38.6328,-92.5831
Telfair County,13271,Georgia,31.9298,-82.939
Osage County,20139,Kansas,38.6523,-95.7269
Claiborne Parish,22027,Louisiana,32.8227,-92.9958
Lawrence County,17101,Illinois,38.72,-87.7268
Aitkin County,27001,Minnesota,46.6083,-93.4154
Jackson Parish,22049,Louisiana,32.302,-92.5579
Appomattox County,51011,Virginia,37.3724,-78.8126
Kingfisher County,40073,Oklahoma,35.9454,-97.9421
Floyd County,51063,Virginia,36.9316,-80.3626
De Witt County,17039,Illinois,40.1746,-88.9041
Washburn County,55129,Wisconsin,45.8992,-91.7913
Pecos County,48371,Texas,30.781,-102.7236
Floyd County,19067,Iowa,43.0599,-92.789
Richland County,17159,Illinois,38.7124,-88.0851
Union County,46127,South Dakota,42.8326,-96.656
Grayson County,51077,Virginia,36.6565,-81.2249
Clarke County,28023,Mississippi,32.0414,-88.6894
Lawrence County,21127,Kentucky,38.0679,-82.7348
Clark County,17023,Illinois,39.3336,-87.7877
Pike County,17149,Illinois,39.6225,-90.8863
Brooks County,13027,Georgia,30.842,-83.5802
Karnes County,48255,Texas,28.9057,-97.8594
Reeves County,48389,Texas,31.3231,-103.6931
Grand County,8049,Colorado,40.1026,-106.1183
Ashland County,55003,Wisconsin,46.3148,-90.6781
Dent County,29065,Missouri,37.6066,-91.5079
Mercer County,17131,Illinois,41.2053,-90.7414
Jefferson County,13163,Georgia,33.0549,-82.4182
Vermillion County,18165,Indiana,39.8538,-87.464
Torrance County,35057,New Mexico,34.6405,-105.8508
West Feliciana Parish,22125,Louisiana,30.8798,-91.42
Marquette County,55077,Wisconsin,43.8196,-89.3987
Burnett County,55013,Wisconsin,45.8627,-92.3676
Nottoway County,51135,Virginia,37.1431,-78.0512
San Juan County,49037,Utah,37.626,-109.8045
Wetzel County,54103,West Virginia,39.6053,-80.6391
Union County,12125,Florida,30.0438,-82.3714
Gooding County,16047,Idaho,42.971,-114.8116
Roseau County,27135,Minnesota,48.7751,-95.8108
Page County,19145,Iowa,40.7391,-95.1502
Redwood County,27127,Minnesota,44.4037,-95.2538
Macon County,29121,Missouri,39.8308,-92.5646
Tipton County,18159,Indiana,40.3114,-86.0519
Harrison County,39067,Ohio,40.2938,-81.0911
Brown County,18013,Indiana,39.1962,-86.2274
Bayfield County,55007,Wisconsin,46.5237,-91.2009
Missaukee County,26113,Michigan,44.3374,-85.0947
Gulf County,12045,Florida,29.9556,-85.2266
Carbon County,56007,Wyoming,41.6946,-106.9307
Jeff Davis County,13161,Georgia,31.8056,-82.6369
Knott County,21119,Kentucky,37.354,-82.9541
Oglethorpe County,13221,Georgia,33.8807,-83.0807
Williamsburg City,51830,Virginia,37.2693,-76.7076
Alleghany County,51005,Virginia,37.7878,-80.0062
Mills County,19129,Iowa,41.0334,-95.6213
Arenac County,26011,Michigan,44.0656,-83.8952
Livingston County,29117,Missouri,39.7821,-93.5483
Bledsoe County,47007,Tennessee,35.5964,-85.2051
Mitchell County,37121,North Carolina,36.0133,-82.1636
Cleburne County,1029,Alabama,33.6746,-85.5188
LaSalle Parish,22059,Louisiana,31.6768,-92.1604
Sequatchie County,47153,Tennessee,35.3712,-85.4106
Hamilton County,19079,Iowa,42.3838,-93.7068
Nolan County,48353,Texas,32.3035,-100.4061
Sibley County,27143,Minnesota,44.5795,-94.2321
Kossuth County,19109,Iowa,43.2041,-94.2067
Jackson County,48239,Texas,28.9542,-96.5776
Nelson County,51125,Virginia,37.7874,-78.8868
Hale County,1065,Alabama,32.7627,-87.6291
Choctaw County,40023,Oklahoma,34.0266,-95.5522
Gogebic County,26053,Michigan,46.4087,-89.6944
Clay County,5021,Arkansas,36.3682,-90.4175
Trinity County,48455,Texas,31.0888,-95.1355
Gasconade County,29073,Missouri,38.4409,-91.5079
Calhoun County,45017,South Carolina,33.6749,-80.7803
Pendleton County,21191,Kentucky,38.6956,-84.3603
Union County,21225,Kentucky,37.6584,-87.9454
Renville County,27129,Minnesota,44.7268,-94.9471
Trigg County,21221,Kentucky,36.8064,-87.8733
Morgan County,39115,Ohio,39.6204,-81.8527
Moultrie County,17139,Illinois,39.6415,-88.6193
Bourbon County,20011,Kansas,37.8552,-94.8493
Dickenson County,51051,Virginia,37.1258,-82.3504
Fleming County,21069,Kentucky,38.3701,-83.6966
Butler County,19023,Iowa,42.7316,-92.7902
Clarke County,51043,Virginia,39.1123,-77.9967
Fulton County,42057,Pennsylvania,39.9253,-78.1127
Rolette County,38079,North Dakota,48.7725,-99.8409
Walthall County,28147,Mississippi,31.1484,-90.1061
Calhoun County,28013,Mississippi,33.9365,-89.3365
Noble County,39121,Ohio,39.766,-81.4555
Carroll County,17015,Illinois,42.0688,-89.9343
Hamilton County,12047,Florida,30.4964,-82.9479
Mono County,6051,California,37.9391,-118.8869
Cannon County,47015,Tennessee,35.8087,-86.0617
Madison County,48313,Texas,30.9655,-95.9284
Calhoun County,12013,Florida,30.406,-85.1972
Las Animas County,8071,Colorado,37.3158,-104.0387
Crockett County,47033,Tennessee,35.8135,-89.1395
Falls Church City,51610,Virginia,38.8847,-77.1751
Jefferson County,12065,Florida,30.4375,-83.8953
Oglala Lakota County,46102,South Dakota,43.3355,-102.5516
Craig County,40035,Oklahoma,36.7618,-95.2085
Larue County,21123,Kentucky,37.5458,-85.6979
Zapata County,48505,Texas,27.0008,-99.1686
Swain County,37173,North Carolina,35.4868,-83.4928
Bamberg County,45009,South Carolina,33.2148,-81.0542
Saline County,31151,Nebraska,40.5241,-97.1409
McIntosh County,13191,Georgia,31.4963,-81.4103
Estill County,21065,Kentucky,37.6924,-83.9643
Winn Parish,22127,Louisiana,31.9442,-92.6369
Cedar County,29039,Missouri,37.7239,-93.8566
Pennington County,27113,Minnesota,48.0663,-96.0367
Clay County,46027,South Dakota,42.9146,-96.9756
Rusk County,55107,Wisconsin,45.4752,-91.1331
Jasper County,13159,Georgia,33.3164,-83.6881
Harrison County,19085,Iowa,41.6829,-95.8168
Massac County,17127,Illinois,37.2189,-88.7076
Tallahatchie County,28135,Mississippi,33.9505,-90.1733
Braxton County,54007,West Virginia,38.6999,-80.7193
Chowan County,37041,North Carolina,36.1508,-76.6079
Newton County,18111,Indiana,40.9558,-87.3976
Screven County,13251,Georgia,32.7505,-81.6119
Murray County,40099,Oklahoma,34.4823,-97.0679
Washington County,17189,Illinois,38.3522,-89.4105
Callahan County,48059,Texas,32.2977,-99.3735
Crawford County,26039,Michigan,44.6836,-84.6103
Lamar County,1075,Alabama,33.7792,-88.0969
Converse County,56009,Wyoming,42.9724,-105.5071
McKenzie County,38053,North Dakota,47.7402,-103.3953
Ketchikan Gateway Borough,2130,Alaska,55.5852,-130.9288
Roane County,54087,West Virginia,38.714,-81.3483
Monroe County,39111,Ohio,39.7274,-81.0829
Crenshaw County,1041,Alabama,31.7315,-86.3135
Atoka County,40005,Oklahoma,34.3736,-96.0378
O'Brien County,19141,Iowa,43.0838,-95.6249
Hardy County,54031,West Virginia,39.0075,-78.8579
Newton County,48351,Texas,30.7864,-93.7447
Glades County,12043,Florida,26.9564,-81.189
Allamakee County,19005,Iowa,43.2843,-91.3781
Franklin County,16041,Idaho,42.1811,-111.8132
Faribault County,27043,Minnesota,43.6739,-93.948
White County,17193,Illinois,38.0875,-88.1796
Glacier County,30035,Montana,48.7051,-112.9948
Wadena County,27159,Minnesota,46.5857,-94.9694
York County,31185,Nebraska,40.8727,-97.5971
Greene County,28041,Mississippi,31.2143,-88.6391
Osage County,29151,Missouri,38.4604,-91.8618
Comanche County,48093,Texas,31.948,-98.5582
Izard County,5065,Arkansas,36.0948,-91.9134
Archuleta County,8007,Colorado,37.1936,-107.0484
Pend Oreille County,53051,Washington,48.5323,-117.274
Dooly County,13093,Georgia,32.1572,-83.7988
Stewart County,47161,Tennessee,36.5012,-87.8385
Perquimans County,37143,North Carolina,36.2058,-76.4411
Mason County,17125,Illinois,40.2396,-89.9168
Ripley County,29181,Missouri,36.6528,-90.8639
Bienville Parish,22013,Louisiana,32.3473,-93.0561
Kodiak Island Borough,2150,Alaska,57.6807,-153.7972
Grundy County,47061,Tennessee,35.3884,-85.7226
Jackson County,21109,Kentucky,37.4198,-84.0058
Price County,55099,Wisconsin,45.6804,-90.3614
Lewis County,21135,Kentucky,38.5315,-83.3781
Monroe County,54063,West Virginia,37.5604,-80.5505
Douglas County,29067,Missouri,36.9326,-92.4988
Mississippi County,29133,Missouri,36.8281,-89.2911
Big Horn County,30003,Montana,45.4234,-107.4897
Goshen County,56015,Wyoming,42.0879,-104.3533
Clay County,1027,Alabama,33.2691,-85.8605
Lincoln County,5079,Arkansas,33.957,-91.7344
Morgan County,21175,Kentucky,37.9223,-83.2589
